id,parent_id,name,url,level,path
80383031,2147483639,Bebek Banyo ve Tuvalet,https://www.hepsiburada.com/bebek-banyo-ve-tuvalet-c-80383031,2,"Anne, Bebek, Oyuncak > Bebek Banyo ve Tuvalet"
60002072,2147483639,Bebek Beslenme,https://www.hepsiburada.com/bebek-beslenme-urunleri-c-60002072,2,"Anne, Bebek, Oyuncak > Bebek Beslenme"
301128,2147483639,Bebek Güvenlik,https://www.hepsiburada.com/bebek-guvenlik-malzemeleri-c-301128,2,"Anne, Bebek, Oyuncak > Bebek Güvenlik"
305641,2147483639,Bebek Hediyelik,https://www.hepsiburada.com/bebek-hediyelikleri-c-305641,2,"Anne, Bebek, Oyuncak > Bebek Hediyelik"
301127,2147483639,Bebek Odası ve Tekstili,https://www.hepsiburada.com/bebek-cocuk-odalari-c-301127,2,"Anne, Bebek, Oyuncak > Bebek Odası ve Tekstili"
80383003,2147483639,Bebek Taşıma,https://www.hepsiburada.com/bebek-tasima-c-80383003,2,"Anne, Bebek, Oyuncak > Bebek Taşıma"
23020380,2147483639,Emzirme ve Anne Sağlık,https://www.hepsiburada.com/emzirme-urunleri-c-23020380,2,"Anne, Bebek, Oyuncak > Emzirme ve Anne Sağlık"
60000710,2147483639,Giyim,https://www.hepsiburada.com/anne-bebek-giyim-urunleri-c-60000710,2,"Anne, Bebek, Oyuncak > Giyim"
301132,2147483639,Mama Sandalyesi ve Aksesuarı,https://www.hepsiburada.com/mama-sandalyeleri-c-301132,2,"Anne, Bebek, Oyuncak > Mama Sandalyesi ve Aksesuarı"
305661,2147483639,Oto Koltuğu & Aksesuarı,https://www.hepsiburada.com/ana-kucagi-oto-koltuklari-c-305661,2,"Anne, Bebek, Oyuncak > Oto Koltuğu & Aksesuarı"
23017045,2147483639,Oyun Parkı ve Park Yatak,https://www.hepsiburada.com/oyun-parklari-c-23017045,2,"Anne, Bebek, Oyuncak > Oyun Parkı ve Park Yatak"
23031884,2147483639,Oyuncak,https://www.hepsiburada.com/oyuncaklar-c-23031884,2,"Anne, Bebek, Oyuncak > Oyuncak"
80383012,2147483639,Puset Oyuncağı,https://www.hepsiburada.com/puset-oyuncagi-c-80383012,2,"Anne, Bebek, Oyuncak > Puset Oyuncağı"
80138066,2147483639,aktivite masasi,https://www.hepsiburada.com/aktivite-masasi-c-80138066,2,"Anne, Bebek, Oyuncak > aktivite masasi"
306860,2147483639,akulu pedalli araclar,https://www.hepsiburada.com/akulu-pedalli-araclar-c-306860,2,"Anne, Bebek, Oyuncak > akulu pedalli araclar"
80567048,2147483639,amigurumi,https://www.hepsiburada.com/amigurumi-c-80567048,2,"Anne, Bebek, Oyuncak > amigurumi"
80483224,2147483639,ates olcerler,https://www.hepsiburada.com/ates-olcerler-c-80483224,2,"Anne, Bebek, Oyuncak > ates olcerler"
297993,2147483639,bebek aktivite setleri,https://www.hepsiburada.com/bebek-aktivite-setleri-c-297993,2,"Anne, Bebek, Oyuncak > bebek aktivite setleri"
301143,2147483639,bebek bakim cantalari,https://www.hepsiburada.com/bebek-bakim-cantalari-c-301143,2,"Anne, Bebek, Oyuncak > bebek bakim cantalari"
80383033,2147483639,bebek kuveti,https://www.hepsiburada.com/bebek-kuveti-c-80383033,2,"Anne, Bebek, Oyuncak > bebek kuveti"
23021010,2147483639,bebek pisik kremi yaglari,https://www.hepsiburada.com/bebek-pisik-kremi-yaglari-c-23021010,2,"Anne, Bebek, Oyuncak > bebek pisik kremi yaglari"
23032031,2147483639,bebek salincaklari,https://www.hepsiburada.com/bebek-salincaklari-c-23032031,2,"Anne, Bebek, Oyuncak > bebek salincaklari"
60002087,2147483639,bebek telsiz kamera dedektorler,https://www.hepsiburada.com/bebek-telsiz-kamera-dedektorler-c-60002087,2,"Anne, Bebek, Oyuncak > bebek telsiz kamera dedektorler"
301154,2147483639,bebek telsizi,https://www.hepsiburada.com/bebek-telsizi-c-301154,2,"Anne, Bebek, Oyuncak > bebek telsizi"
297986,2147483639,bebek yapi oyuncaklari,https://www.hepsiburada.com/bebek-yapi-oyuncaklari-c-297986,2,"Anne, Bebek, Oyuncak > bebek yapi oyuncaklari"
23011486,2147483639,bebek yataklari,https://www.hepsiburada.com/bebek-yataklari-c-23011486,2,"Anne, Bebek, Oyuncak > bebek yataklari"
301133,2147483639,bebek yurutecleri,https://www.hepsiburada.com/bebek-yurutecleri-c-301133,2,"Anne, Bebek, Oyuncak > bebek yurutecleri"
303171,2147483639,buhar makineleri,https://www.hepsiburada.com/buhar-makineleri-c-303171,2,"Anne, Bebek, Oyuncak > buhar makineleri"
80383025,2147483639,burun aspiratoru,https://www.hepsiburada.com/burun-aspiratoru-c-80383025,2,"Anne, Bebek, Oyuncak > burun aspiratoru"
80383014,2147483639,catlak kremi,https://www.hepsiburada.com/catlak-kremi-c-80383014,2,"Anne, Bebek, Oyuncak > catlak kremi"
80138060,2147483639,cocuk patenleri,https://www.hepsiburada.com/cocuk-patenleri-c-80138060,2,"Anne, Bebek, Oyuncak > cocuk patenleri"
60006531,2147483639,cocuk puzzle,https://www.hepsiburada.com/cocuk-puzzle-c-60006531,2,"Anne, Bebek, Oyuncak > cocuk puzzle"
60006533,2147483639,cocuk scooter,https://www.hepsiburada.com/cocuk-scooter-c-60006533,2,"Anne, Bebek, Oyuncak > cocuk scooter"
60002385,2147483639,egitici oyuncaklari,https://www.hepsiburada.com/egitici-oyuncaklari-c-60002385,2,"Anne, Bebek, Oyuncak > egitici oyuncaklari"
60006479,2147483639,et bebekler,https://www.hepsiburada.com/et-bebekler-c-60006479,2,"Anne, Bebek, Oyuncak > et bebekler"
301138,2147483639,gogus pompalari,https://www.hepsiburada.com/gogus-pompalari-c-301138,2,"Anne, Bebek, Oyuncak > gogus pompalari"
80136013,2147483639,haciyatmaz,https://www.hepsiburada.com/haciyatmaz-c-80136013,2,"Anne, Bebek, Oyuncak > haciyatmaz"
60002063,2147483639,hoppala kangurular,https://www.hepsiburada.com/hoppala-kangurular-c-60002063,2,"Anne, Bebek, Oyuncak > hoppala kangurular"
80123021,2147483639,kinetik kum,https://www.hepsiburada.com/kinetik-kum-c-80123021,2,"Anne, Bebek, Oyuncak > kinetik kum"
80383038,2147483639,klozet adaptoru,https://www.hepsiburada.com/klozet-adaptoru-c-80383038,2,"Anne, Bebek, Oyuncak > klozet adaptoru"
26012215,2147483639,nebulizatorler,https://www.hepsiburada.com/nebulizatorler-c-26012215,2,"Anne, Bebek, Oyuncak > nebulizatorler"
295870,2147483639,oyun cadiri evleri,https://www.hepsiburada.com/oyun-cadiri-evleri-c-295870,2,"Anne, Bebek, Oyuncak > oyun cadiri evleri"
60006677,2147483639,oyuncak arabalar,https://www.hepsiburada.com/oyuncak-arabalar-c-60006677,2,"Anne, Bebek, Oyuncak > oyuncak arabalar"
23020686,2147483639,oyuncak kutulari,https://www.hepsiburada.com/oyuncak-kutulari-c-23020686,2,"Anne, Bebek, Oyuncak > oyuncak kutulari"
10430,2147483639,pedalli surumeli arabalar,https://www.hepsiburada.com/pedalli-surumeli-arabalar-c-10430,2,"Anne, Bebek, Oyuncak > pedalli surumeli arabalar"
23020733,2147483639,pelus oyuncaklar,https://www.hepsiburada.com/pelus-oyuncaklar-c-23020733,2,"Anne, Bebek, Oyuncak > pelus oyuncaklar"
80136017,2147483639,slime,https://www.hepsiburada.com/slime-c-80136017,2,"Anne, Bebek, Oyuncak > slime"
80383004,2147483639,sling,https://www.hepsiburada.com/sling-c-80383004,2,"Anne, Bebek, Oyuncak > sling"
17071,2147483638,Elektrikli Ev Aletleri,https://www.hepsiburada.com/elektrikli-ev-aletleri-c-17071,2,Elektronik > Elektrikli Ev Aletleri
60002911,2147483638,Ev Gereçleri,https://www.hepsiburada.com/ev-gerecleri-c-60002911,2,Elektronik > Ev Gereçleri
161876,2147483638,Isıtma ve Soğutma,https://www.hepsiburada.com/isitma-sogutma-urunleri-c-161876,2,Elektronik > Isıtma ve Soğutma
60004557,2147483638,bluetooth hoparlorler,https://www.hepsiburada.com/bluetooth-hoparlorler-c-60004557,2,Elektronik > bluetooth hoparlorler
80160034,2147483638,buharli temizleyici,https://www.hepsiburada.com/buharli-temizleyici-c-80160034,2,Elektronik > buharli temizleyici
80857514,2147483638,cam silme robotu,https://www.hepsiburada.com/cam-silme-robotu-c-80857514,2,Elektronik > cam silme robotu
157192,2147483638,canak antenler,https://www.hepsiburada.com/canak-antenler-c-157192,2,Elektronik > canak antenler
60002912,2147483638,cop kovalari,https://www.hepsiburada.com/cop-kovalari-c-60002912,2,Elektronik > cop kovalari
80160032,2147483638,dikey supurge,https://www.hepsiburada.com/dikey-supurge-c-80160032,2,Elektronik > dikey supurge
162152,2147483638,dikis makinalari,https://www.hepsiburada.com/dikis-makinalari-c-162152,2,Elektronik > dikis makinalari
13003234,2147483638,gece lambalari,https://www.hepsiburada.com/gece-lambalari-c-13003234,2,Elektronik > gece lambalari
161837,2147483638,guvenlik kameralari,https://www.hepsiburada.com/guvenlik-kameralari-c-161837,2,Elektronik > guvenlik kameralari
17793,2147483638,hali yikama makinalari,https://www.hepsiburada.com/hali-yikama-makinalari-c-17793,2,Elektronik > hali yikama makinalari
80162058,2147483638,hava temizleme cihazi,https://www.hepsiburada.com/hava-temizleme-cihazi-c-80162058,2,Elektronik > hava temizleme cihazi
17175,2147483638,hava temizleme nem alma cihazlari,https://www.hepsiburada.com/hava-temizleme-nem-alma-cihazlari-c-17175,2,Elektronik > hava temizleme nem alma cihazlari
157410,2147483638,kablo soketler,https://www.hepsiburada.com/kablo-soketler-c-157410,2,Elektronik > kablo soketler
60007380,2147483638,kamera sistemleri,https://www.hepsiburada.com/kamera-sistemleri-c-60007380,2,Elektronik > kamera sistemleri
17453,2147483638,klimalar,https://www.hepsiburada.com/klimalar-c-17453,2,Elektronik > klimalar
17723,2147483638,kombiler,https://www.hepsiburada.com/kombiler-c-17723,2,Elektronik > kombiler
163192,2147483638,led tv televizyonlar,https://www.hepsiburada.com/led-tv-televizyonlar-c-163192,2,Elektronik > led tv televizyonlar
157193,2147483638,lnbler,https://www.hepsiburada.com/lnbler-c-157193,2,Elektronik > lnbler
80162059,2147483638,nem alma cihazi,https://www.hepsiburada.com/nem-alma-cihazi-c-80162059,2,Elektronik > nem alma cihazi
60002196,2147483638,pazar arabalari,https://www.hepsiburada.com/pazar-arabalari-c-60002196,2,Elektronik > pazar arabalari
80757006,2147483638,playstation 5 konsol,https://www.hepsiburada.com/playstation-5-konsol-c-80757006,2,Elektronik > playstation 5 konsol
80160033,2147483638,robot supurge,https://www.hepsiburada.com/robot-supurge-c-80160033,2,Elektronik > robot supurge
318242,2147483638,saatler,https://www.hepsiburada.com/saatler-c-318242,2,Elektronik > saatler
159445,2147483638,sarjli supurgeler,https://www.hepsiburada.com/sarjli-supurgeler-c-159445,2,Elektronik > sarjli supurgeler
17201,2147483638,ses goruntu sistemleri,https://www.hepsiburada.com/ses-goruntu-sistemleri-c-17201,2,Elektronik > ses goruntu sistemleri
17434,2147483638,sofbenler,https://www.hepsiburada.com/sofbenler-c-17434,2,Elektronik > sofbenler
60008218,2147483638,soundbar,https://www.hepsiburada.com/soundbar-c-60008218,2,Elektronik > soundbar
155123,2147483638,supurgeler,https://www.hepsiburada.com/supurgeler-c-155123,2,Elektronik > supurgeler
17769,2147483638,termosifonlar,https://www.hepsiburada.com/termosifonlar-c-17769,2,Elektronik > termosifonlar
17539,2147483638,tv aski aparatlari,https://www.hepsiburada.com/tv-aski-aparatlari-c-17539,2,Elektronik > tv aski aparatlari
153271,2147483638,utu masasi aksesuarlari,https://www.hepsiburada.com/utu-masasi-aksesuarlari-c-153271,2,Elektronik > utu masasi aksesuarlari
155122,2147483638,utuler,https://www.hepsiburada.com/utuler-c-155122,2,Elektronik > utuler
155057,2147483638,uydu alicilari,https://www.hepsiburada.com/uydu-alicilari-c-155057,2,Elektronik > uydu alicilari
154297,2147483638,uydu kablolari,https://www.hepsiburada.com/uydu-kablolari-c-154297,2,Elektronik > uydu kablolari
154296,2147483638,uydu yon bulucular,https://www.hepsiburada.com/uydu-yon-bulucular-c-154296,2,Elektronik > uydu yon bulucular
157396,2147483638,uzaktan kumandalar,https://www.hepsiburada.com/uzaktan-kumandalar-c-157396,2,Elektronik > uzaktan kumandalar
17412,2147483638,vantilatorler,https://www.hepsiburada.com/vantilatorler-c-17412,2,Elektronik > vantilatorler
13003201,60002028,Aydınlatma,https://www.hepsiburada.com/elektrik-aydinlatma-urunleri-c-13003201,2,"Ev, Yasam, Kirtasiye, Ofis > Aydınlatma"
455418,60002028,Banyo & Mutfak,https://www.hepsiburada.com/banyolar-c-455418,2,"Ev, Yasam, Kirtasiye, Ofis > Banyo & Mutfak"
18021300,60002028,Dekorasyon,https://www.hepsiburada.com/dekorasyon-c-18021300,2,"Ev, Yasam, Kirtasiye, Ofis > Dekorasyon"
2147483618,60002028,Ev Tekstili,https://www.hepsiburada.com/ev-tekstili-c-2147483618,2,"Ev, Yasam, Kirtasiye, Ofis > Ev Tekstili"
18021299,60002028,Mobilya,https://www.hepsiburada.com/mobilyalar-c-18021299,2,"Ev, Yasam, Kirtasiye, Ofis > Mobilya"
80227101,60002028,Montaj Hizmeti,https://www.hepsiburada.com/montaj-hizmeti-c-80227101,2,"Ev, Yasam, Kirtasiye, Ofis > Montaj Hizmeti"
13006543,60002028,aplikler,https://www.hepsiburada.com/aplikler-c-13006543,2,"Ev, Yasam, Kirtasiye, Ofis > aplikler"
13003223,60002028,avizeler,https://www.hepsiburada.com/avizeler-c-13003223,2,"Ev, Yasam, Kirtasiye, Ofis > avizeler"
18021622,60002028,ayakkabiliklar,https://www.hepsiburada.com/ayakkabiliklar-c-18021622,2,"Ev, Yasam, Kirtasiye, Ofis > ayakkabiliklar"
60005015,60002028,balonlar,https://www.hepsiburada.com/balonlar-c-60005015,2,"Ev, Yasam, Kirtasiye, Ofis > balonlar"
18021947,60002028,banyo bataryalari,https://www.hepsiburada.com/banyo-bataryalari-c-18021947,2,"Ev, Yasam, Kirtasiye, Ofis > banyo bataryalari"
18021983,60002028,banyo lavabo bataryalari,https://www.hepsiburada.com/banyo-lavabo-bataryalari-c-18021983,2,"Ev, Yasam, Kirtasiye, Ofis > banyo lavabo bataryalari"
457065,60002028,banyo mobilyalari,https://www.hepsiburada.com/banyo-mobilyalari-c-457065,2,"Ev, Yasam, Kirtasiye, Ofis > banyo mobilyalari"
60006510,60002028,boy aynasi,https://www.hepsiburada.com/boy-aynasi-c-60006510,2,"Ev, Yasam, Kirtasiye, Ofis > boy aynasi"
18043090,60002028,calisma masalari,https://www.hepsiburada.com/calisma-masalari-c-18043090,2,"Ev, Yasam, Kirtasiye, Ofis > calisma masalari"
18021928,60002028,camasir sepetleri,https://www.hepsiburada.com/camasir-sepetleri-c-18021928,2,"Ev, Yasam, Kirtasiye, Ofis > camasir sepetleri"
60005008,60002028,cok amacli dolaplar,https://www.hepsiburada.com/cok-amacli-dolaplar-c-60005008,2,"Ev, Yasam, Kirtasiye, Ofis > cok amacli dolaplar"
18021459,60002028,dekoratif masa saatleri,https://www.hepsiburada.com/dekoratif-masa-saatleri-c-18021459,2,"Ev, Yasam, Kirtasiye, Ofis > dekoratif masa saatleri"
60005229,60002028,dekoratif saksilar,https://www.hepsiburada.com/dekoratif-saksilar-c-60005229,2,"Ev, Yasam, Kirtasiye, Ofis > dekoratif saksilar"
18021972,60002028,dus basliklari,https://www.hepsiburada.com/dus-basliklari-c-18021972,2,"Ev, Yasam, Kirtasiye, Ofis > dus basliklari"
18021971,60002028,dus setleri,https://www.hepsiburada.com/dus-setleri-c-18021971,2,"Ev, Yasam, Kirtasiye, Ofis > dus setleri"
18021979,60002028,dusakabinler,https://www.hepsiburada.com/dusakabinler-c-18021979,2,"Ev, Yasam, Kirtasiye, Ofis > dusakabinler"
18042736,60002028,duvar kagitlari,https://www.hepsiburada.com/duvar-kagitlari-c-18042736,2,"Ev, Yasam, Kirtasiye, Ofis > duvar kagitlari"
60000815,60002028,duvar panelleri,https://www.hepsiburada.com/duvar-panelleri-c-60000815,2,"Ev, Yasam, Kirtasiye, Ofis > duvar panelleri"
462096,60002028,havlupanlar,https://www.hepsiburada.com/havlupanlar-c-462096,2,"Ev, Yasam, Kirtasiye, Ofis > havlupanlar"
18021981,60002028,jakuziler,https://www.hepsiburada.com/jakuziler-c-18021981,2,"Ev, Yasam, Kirtasiye, Ofis > jakuziler"
18021342,60002028,kitaplik,https://www.hepsiburada.com/kitaplik-c-18021342,2,"Ev, Yasam, Kirtasiye, Ofis > kitaplik"
18021958,60002028,klozet kapaklari,https://www.hepsiburada.com/klozet-kapaklari-c-18021958,2,"Ev, Yasam, Kirtasiye, Ofis > klozet kapaklari"
18021930,60002028,klozetler,https://www.hepsiburada.com/klozetler-c-18021930,2,"Ev, Yasam, Kirtasiye, Ofis > klozetler"
18021424,60002028,komodinler,https://www.hepsiburada.com/komodinler-c-18021424,2,"Ev, Yasam, Kirtasiye, Ofis > komodinler"
13003232,60002028,lambaderler,https://www.hepsiburada.com/lambaderler-c-13003232,2,"Ev, Yasam, Kirtasiye, Ofis > lambaderler"
60004458,60002028,lavabolar,https://www.hepsiburada.com/lavabolar-c-60004458,2,"Ev, Yasam, Kirtasiye, Ofis > lavabolar"
13006524,60002028,led ampuller,https://www.hepsiburada.com/led-ampuller-c-13006524,2,"Ev, Yasam, Kirtasiye, Ofis > led ampuller"
80340130,60002028,makyaj masasi,https://www.hepsiburada.com/makyaj-masasi-c-80340130,2,"Ev, Yasam, Kirtasiye, Ofis > makyaj masasi"
13003235,60002028,masa lambalari,https://www.hepsiburada.com/masa-lambalari-c-13003235,2,"Ev, Yasam, Kirtasiye, Ofis > masa lambalari"
18021949,60002028,mutfak evye bataryalari,https://www.hepsiburada.com/mutfak-evye-bataryalari-c-18021949,2,"Ev, Yasam, Kirtasiye, Ofis > mutfak evye bataryalari"
510001,60002028,nevresim takimlari,https://www.hepsiburada.com/nevresim-takimlari-c-510001,2,"Ev, Yasam, Kirtasiye, Ofis > nevresim takimlari"
9010093,60002028,paspaslar,https://www.hepsiburada.com/paspaslar-c-9010093,2,"Ev, Yasam, Kirtasiye, Ofis > paspaslar"
13006546,60002028,projektorler,https://www.hepsiburada.com/projektorler-c-13006546,2,"Ev, Yasam, Kirtasiye, Ofis > projektorler"
60002952,60002028,raflar,https://www.hepsiburada.com/raflar-c-60002952,2,"Ev, Yasam, Kirtasiye, Ofis > raflar"
18021929,60002028,rezervuar ic takimlar,https://www.hepsiburada.com/rezervuar-ic-takimlar-c-18021929,2,"Ev, Yasam, Kirtasiye, Ofis > rezervuar ic takimlar"
18021426,60002028,sandalyeler,https://www.hepsiburada.com/sandalyeler-c-18021426,2,"Ev, Yasam, Kirtasiye, Ofis > sandalyeler"
60000525,60002028,serit led,https://www.hepsiburada.com/serit-led-c-60000525,2,"Ev, Yasam, Kirtasiye, Ofis > serit led"
18021425,60002028,sifonyerler,https://www.hepsiburada.com/sifonyerler-c-18021425,2,"Ev, Yasam, Kirtasiye, Ofis > sifonyerler"
18021320,60002028,tablolar,https://www.hepsiburada.com/tablolar-c-18021320,2,"Ev, Yasam, Kirtasiye, Ofis > tablolar"
9011674,60002028,takim banyo paspaslari,https://www.hepsiburada.com/takim-banyo-paspaslari-c-9011674,2,"Ev, Yasam, Kirtasiye, Ofis > takim banyo paspaslari"
60000666,60002028,tavan vantilatoru,https://www.hepsiburada.com/tavan-vantilatoru-c-60000666,2,"Ev, Yasam, Kirtasiye, Ofis > tavan vantilatoru"
18021358,60002028,vazolar,https://www.hepsiburada.com/vazolar-c-18021358,2,"Ev, Yasam, Kirtasiye, Ofis > vazolar"
60001290,60002028,yapay cicekler,https://www.hepsiburada.com/yapay-cicekler-c-60001290,2,"Ev, Yasam, Kirtasiye, Ofis > yapay cicekler"
510008,60002028,yastiklar,https://www.hepsiburada.com/yastiklar-c-510008,2,"Ev, Yasam, Kirtasiye, Ofis > yastiklar"
511123,60002028,yataklar,https://www.hepsiburada.com/yataklar-c-511123,2,"Ev, Yasam, Kirtasiye, Ofis > yataklar"
80275209,60002028,yolluk,https://www.hepsiburada.com/yolluk-c-80275209,2,"Ev, Yasam, Kirtasiye, Ofis > yolluk"
18021617,60002028,zigon sehpalar,https://www.hepsiburada.com/zigon-sehpalar-c-18021617,2,"Ev, Yasam, Kirtasiye, Ofis > zigon sehpalar"
2147483640,60001501,Film,https://www.hepsiburada.com/filmler-c-2147483640,2,"Kitap, Muzik, Film, Hobi > Film"
2147483641,60001501,Müzik & Müzik Aletleri,https://www.hepsiburada.com/muzik-c-2147483641,2,"Kitap, Muzik, Film, Hobi > Müzik & Müzik Aletleri"
408010,60001501,akordiyonlar,https://www.hepsiburada.com/akordiyonlar-c-408010,2,"Kitap, Muzik, Film, Hobi > akordiyonlar"
234464,60001501,ales kitaplari,https://www.hepsiburada.com/ales-kitaplari-c-234464,2,"Kitap, Muzik, Film, Hobi > ales kitaplari"
1515050,60001501,atasozleri deyimler sozlukleri,https://www.hepsiburada.com/atasozleri-deyimler-sozlukleri-c-1515050,2,"Kitap, Muzik, Film, Hobi > atasozleri deyimler sozlukleri"
411157,60001501,baglama telleri,https://www.hepsiburada.com/baglama-telleri-c-411157,2,"Kitap, Muzik, Film, Hobi > baglama telleri"
402814,60001501,baglamalar,https://www.hepsiburada.com/baglamalar-c-402814,2,"Kitap, Muzik, Film, Hobi > baglamalar"
80530105,60001501,balon makinesi,https://www.hepsiburada.com/balon-makinesi-c-80530105,2,"Kitap, Muzik, Film, Hobi > balon makinesi"
1514630,60001501,biyoloji kitaplari,https://www.hepsiburada.com/biyoloji-kitaplari-c-1514630,2,"Kitap, Muzik, Film, Hobi > biyoloji kitaplari"
9914,60001501,cocuk kitaplari,https://www.hepsiburada.com/cocuk-kitaplari-c-9914,2,"Kitap, Muzik, Film, Hobi > cocuk kitaplari"
60005890,60001501,cumbusler,https://www.hepsiburada.com/cumbusler-c-60005890,2,"Kitap, Muzik, Film, Hobi > cumbusler"
402837,60001501,darbukalar,https://www.hepsiburada.com/darbukalar-c-402837,2,"Kitap, Muzik, Film, Hobi > darbukalar"
10787,60001501,davullar,https://www.hepsiburada.com/davullar-c-10787,2,"Kitap, Muzik, Film, Hobi > davullar"
10785,60001501,defler,https://www.hepsiburada.com/defler-c-10785,2,"Kitap, Muzik, Film, Hobi > defler"
15043649,60001501,e kitap okuma araclari,https://www.hepsiburada.com/e-kitap-okuma-araclari-c-15043649,2,"Kitap, Muzik, Film, Hobi > e kitap okuma araclari"
411248,60001501,flutler,https://www.hepsiburada.com/flutler-c-411248,2,"Kitap, Muzik, Film, Hobi > flutler"
1514685,60001501,ingilizce kitaplar,https://www.hepsiburada.com/ingilizce-kitaplar-c-1514685,2,"Kitap, Muzik, Film, Hobi > ingilizce kitaplar"
411210,60001501,kavallar,https://www.hepsiburada.com/kavallar-c-411210,2,"Kitap, Muzik, Film, Hobi > kavallar"
9915,60001501,kaynak kitaplari,https://www.hepsiburada.com/kaynak-kitaplari-c-9915,2,"Kitap, Muzik, Film, Hobi > kaynak kitaplari"
411243,60001501,kemaneler,https://www.hepsiburada.com/kemaneler-c-411243,2,"Kitap, Muzik, Film, Hobi > kemaneler"
411241,60001501,kemenceler,https://www.hepsiburada.com/kemenceler-c-411241,2,"Kitap, Muzik, Film, Hobi > kemenceler"
2147483645,60001501,kitaplar,https://www.hepsiburada.com/kitaplar-c-2147483645,2,"Kitap, Muzik, Film, Hobi > kitaplar"
411214,60001501,klarnet,https://www.hepsiburada.com/klarnet-c-411214,2,"Kitap, Muzik, Film, Hobi > klarnet"
80530132,60001501,konnektor jak,https://www.hepsiburada.com/konnektor-jak-c-80530132,2,"Kitap, Muzik, Film, Hobi > konnektor jak"
60003643,60001501,kpss genel kultur yetenek konu anlatimli kitaplar,https://www.hepsiburada.com/kpss-genel-kultur-yetenek-konu-anlatimli-kitaplar-c-60003643,2,"Kitap, Muzik, Film, Hobi > kpss genel kultur yetenek konu anlatimli kitaplar"
410756,60001501,mandolinler,https://www.hepsiburada.com/mandolinler-c-410756,2,"Kitap, Muzik, Film, Hobi > mandolinler"
1514631,60001501,matematik kitaplari,https://www.hepsiburada.com/matematik-kitaplari-c-1514631,2,"Kitap, Muzik, Film, Hobi > matematik kitaplari"
402930,60001501,melodikalar,https://www.hepsiburada.com/melodikalar-c-402930,2,"Kitap, Muzik, Film, Hobi > melodikalar"
411213,60001501,meyler,https://www.hepsiburada.com/meyler-c-411213,2,"Kitap, Muzik, Film, Hobi > meyler"
405134,60001501,mikrofonlar,https://www.hepsiburada.com/mikrofonlar-c-405134,2,"Kitap, Muzik, Film, Hobi > mikrofonlar"
411247,60001501,mixer,https://www.hepsiburada.com/mixer-c-411247,2,"Kitap, Muzik, Film, Hobi > mixer"
405379,60001501,muzik keyboard,https://www.hepsiburada.com/muzik-keyboard-c-405379,2,"Kitap, Muzik, Film, Hobi > muzik keyboard"
411501,60001501,neyler,https://www.hepsiburada.com/neyler-c-411501,2,"Kitap, Muzik, Film, Hobi > neyler"
19018195,60001501,orglar,https://www.hepsiburada.com/orglar-c-19018195,2,"Kitap, Muzik, Film, Hobi > orglar"
406932,60001501,pikaplar,https://www.hepsiburada.com/pikaplar-c-406932,2,"Kitap, Muzik, Film, Hobi > pikaplar"
80371044,60001501,plak,https://www.hepsiburada.com/plak-c-80371044,2,"Kitap, Muzik, Film, Hobi > plak"
411217,60001501,saksafonlar,https://www.hepsiburada.com/saksafonlar-c-411217,2,"Kitap, Muzik, Film, Hobi > saksafonlar"
